#ref_id	ref_org	query	query_name	query_organism	ident	e_value
AR383_RS14915	Agarivorans_gilvus_GCF_001420915.1_ASM142091v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	65.74	2e-100
AVL56_RS19435	Alteromonas_addita_GCF_001562195.1_ASM156219v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	71.63	6e-106
EP13_RS18440	Alteromonas_australica_GCF_000730385.1_ASM73038v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	71.63	5e-106
EP12_RS19165	Alteromonas_australica_GCF_000934525.1_ASM93452v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	71.63	5e-106
MASE_RS19320	Alteromonas_macleodii_GCF_000172635.2_ASM17263v2	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.19	5e-105
AMEC673_RS19500	Alteromonas_macleodii_GCF_000299955.1_ASM29995v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.19	5e-105
AMBLS11_RS18890	Alteromonas_macleodii_GCF_000299995.1_ASM29999v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.19	2e-105
AMBAS45_RS19695	Alteromonas_macleodii_GCF_000300175.1_ASM30017v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.19	5e-105
AVL55_RS19620	Alteromonas_macleodii_GCF_001562235.1_ASM156223v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.71	3e-104
ACZ81_RS19575	Alteromonas_macleodii_GCF_001578515.1_ASM157851v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.19	5e-105
MADE_RS19495	Alteromonas_mediterranea_GCF_000020585.3_ASM2058v3	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.67	6e-106
AMAD1_RS19845	Alteromonas_mediterranea_GCF_000310085.1_ASM31008v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.67	7e-106
I533_RS18830	Alteromonas_mediterranea_GCF_000439495.1_ASM43949v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.67	6e-106
I876_RS18970	Alteromonas_mediterranea_GCF_000439535.1_ASM43953v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.67	6e-106
I634_RS18730	Alteromonas_mediterranea_GCF_000439555.1_ASM43955v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.67	6e-106
I635_RS19765	Alteromonas_mediterranea_GCF_000439575.1_ASM43957v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.67	7e-106
I636_RS18935	Alteromonas_mediterranea_GCF_000439595.1_ASM43959v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.67	6e-106
AV942_RS19615	Alteromonas_mediterranea_GCF_001562315.1_ASM156231v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.67	6e-106
BM524_RS18090	Alteromonas_mediterranea_GCF_001886395.1_ASM188639v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.67	7e-106
BM525_RS18370	Alteromonas_mediterranea_GCF_001886415.1_ASM188641v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.67	7e-106
BM526_RS18440	Alteromonas_mediterranea_GCF_001886435.1_ASM188643v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.67	6e-106
BM523_RS18355	Alteromonas_mediterranea_GCF_001886455.1_ASM188645v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.67	6e-106
AMBT_RS21295	Alteromonas_naphthalenivorans_GCF_000213655.1_ASM21365v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	71.63	5e-106
AV939_RS19580	Alteromonas_sp._Mac1_GCF_001562125.1_ASM156212v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	71.63	6e-106
BM528_RS17920	Alteromonas_sp._RW2A1_GCF_001886475.1_ASM188647v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.23	3e-104
AOR13_RS17670	Alteromonas_stellipolaris_GCF_001433715.1_ASM143371v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	71.63	6e-106
AVL57_RS19370	Alteromonas_stellipolaris_GCF_001562115.1_ASM156211v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	71.63	7e-106
A6K25_RS05030	Alteromonas_stellipolaris_GCF_001632765.1_ASM163276v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	71.63	6e-106
A6F57_RS09560	Alteromonas_stellipolaris_GCF_001632825.1_ASM163282v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	71.63	6e-106
C727_RS0100970	Gayadomonas_joobiniege_GCF_000300815.1_Gayjoov1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	68.78	3e-101
GNIT_RS16905	Glaciecola_nitratireducens_GCF_000226565.1_ASM22656v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	68.93	2e-103
GLAAG_RS21155	Glaciecola_sp._4H-3-7+YE-5_GCF_000212335.1_ASM21233v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.53	2e-104
AT746_RS18690	Lacimicrobium_alkaliphilum_GCF_001466725.1_ASM146672v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	71.63	1e-102
HP15_RS11630	Marinobacter_adhaerens_GCF_000166295.1_ASM16629v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	68.34	2e-96
MAQU_RS10260	Marinobacter_hydrocarbonoclasticus_GCF_000015365.1_ASM1536v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	67.68	2e-95
MARHY_RS06185	Marinobacter_hydrocarbonoclasticus_GCF_000284615.1_ASM28461v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	67.68	2e-95
ABA45_RS05105	Marinobacter_psychrophilus_GCF_001043175.1_ASM104317v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	65.33	2e-93
AU15_RS19815	Marinobacter_salarius_GCF_000831005.1_ASM83100v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	66.83	7e-94
MARSALSMR5_RS07410	Marinobacter_salarius_GCF_002116735.1_ASM211673v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	66.83	1e-93
BKP64_RS02770	Marinobacter_salinus_GCF_001854125.1_ASM185412v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	66.50	2e-92
AU14_RS12635	Marinobacter_similis_GCF_000830985.1_ASM83098v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	67.50	8e-95
MRBBS_RS04685	Marinobacter_sp._BSs20148_GCF_000283275.1_ASM28327v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	65.83	3e-94
ACP86_RS01815	Marinobacter_sp._CP1_GCF_001266795.1_ASM126679v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	68.34	2e-96
ASQ50_RS18785	Marinobacter_sp._LQ44_GCF_001447155.2_ASM144715v2	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	67.17	7e-94
CPH80_RS01660	Marinobacter_sp._LV10R510-11A_GCF_900215155.1_IMG-taxon_2617270900_annotated_assembly	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	64.82	1e-91
CFB02_RS03290	Marinobacter_sp._es.042_GCF_900188315.1_IMG-taxon_2609459767_annotated_assembly	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	68.34	2e-96
C427_RS22845	Paraglaciecola_psychrophila_GCF_000347635.1_ASM34763v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	72.95	4e-107
B5D82_RS07610	Colwellia_beringensis_GCF_002076895.1_ASM207689v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.61	2e-104
CPS_RS01085	Colwellia_psychrerythraea_GCF_000012325.1_ASM1232v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	65.69	7e-99
CMT41_RS01040	Colwellia_sp._MT41_GCF_001444365.1_ASM144436v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	66.67	1e-101
A3Q34_RS11435	Colwellia_sp._PAMC_20917_GCF_001767295.1_ASM176729v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	67.16	3e-100
A3Q33_RS08925	Colwellia_sp._PAMC_21821_GCF_002077175.1_ASM207717v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.12	3e-103
LT090_RS15060	Thalassotalea_crassostreae_GCF_001831495.1_ASM183149v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	66.67	3e-101
FBAL_RS00950	Ferrimonas_balearica_GCF_000148645.1_ASM14864v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.42	1e-101
IL_RS01325	Idiomarina_loihiensis_GCF_000008465.1_ASM846v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	66.34	4e-99
K734_RS01310	Idiomarina_loihiensis_GCF_000401175.1_ASM40117v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	66.34	4e-99
CEW91_RS11255	Idiomarina_piscisalsi_GCF_002211765.1_ASM221176v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	68.78	3e-101
MVIS_RS00890	Moritella_viscosa_GCF_000953735.1_MVIS1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.05	2e-105
PAGA_RS16020	Pseudoalteromonas_agarivorans_GCF_002310855.1_ASM231085v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.27	4e-102
PARC_RS16750	Pseudoalteromonas_arctica_GCF_000238395.3_ASM23839v4	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	67.80	1e-99
CN548_RS15855	Pseudoalteromonas_atlantica_GCF_002374815.1_ASM237481v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.27	3e-102
PESP_RS16000	Pseudoalteromonas_espejiana_GCF_002221525.1_ASM222152v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.27	4e-102
PI2015_RS14860	Pseudoalteromonas_issachenkonii_GCF_001455325.1_ASM145532v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.24	9e-103
PISS_RS14970	Pseudoalteromonas_issachenkonii_GCF_002310795.1_ASM231079v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.24	9e-103
S4054249_RS19495	Pseudoalteromonas_luteoviolacea_GCF_001750165.1_ASM175016v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.50	1e-98
S4054_RS19470	Pseudoalteromonas_luteoviolacea_GCF_001750185.1_ASM175018v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.50	1e-98
S40542_RS19465	Pseudoalteromonas_luteoviolacea_GCF_001750405.1_ASM175040v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.50	1e-98
CPA52_RS15335	Pseudoalteromonas_marina_GCF_002407085.1_ASM240708v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.27	4e-92
PNIG_RS15800	Pseudoalteromonas_nigrifaciens_GCF_002221505.1_ASM222150v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	68.29	8e-101
PP2015_RS15620	Pseudoalteromonas_phenolica_GCF_001444405.1_ASM144440v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.24	3e-103
OM33_RS02375	Pseudoalteromonas_piratica_GCF_000788395.1_ASM78839v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	68.29	7e-98
PPIS_RS13675	Pseudoalteromonas_piscicida_GCF_000238315.3_ASM23831v4	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	68.63	3e-102
B1L02_RS01665	Pseudoalteromonas_piscicida_GCF_002208135.1_ASM220813v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.61	9e-104
AT705_RS13525	Pseudoalteromonas_rubra_GCF_001482385.1_ASM148238v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	71.78	7e-94
AOR04_RS00760	Pseudoalteromonas_sp._1_2015MBL_MicDiv_GCF_002407505.1_ASM240750v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	68.78	5e-92
D172_RS16625	Pseudoalteromonas_sp._Bsw20308_GCF_000310105.2_ASM31010v2	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	68.78	5e-92
PSM_RS14550	Pseudoalteromonas_sp._SM9913_GCF_000184065.1_ASM18406v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.24	9e-103
PSPO_RS13580	Pseudoalteromonas_spongiae_GCF_000238255.3_ASM23825v4	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	66.83	1e-96
PTET_RS14895	Pseudoalteromonas_tetraodonis_GCF_002310835.1_ASM231083v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.24	9e-103
PTRA_RS14920	Pseudoalteromonas_translucida_GCF_001465295.1_ASM146529v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	68.29	2e-100
PTUN_RS16125	Pseudoalteromonas_tunicata_GCF_002310815.1_ASM231081v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	67.80	9e-100
PING_RS00610	Psychromonas_ingrahamii_GCF_000015285.1_ASM1528v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	67.94	1e-102
PCNPT3_RS01045	Psychromonas_sp._CNPT3_GCF_000153405.2_ASM15340v2	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	67.46	1e-99
SAMA_RS18105	Shewanella_amazonensis_GCF_000015245.1_ASM1524v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.05	7e-103
SBAL_RS00780	Shewanella_baltica_GCF_000015845.1_ASM1584v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.90	3e-93
SHEW185_RS21580	Shewanella_baltica_GCF_000017325.1_ASM1732v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.90	3e-93
SBAL195_RS22220	Shewanella_baltica_GCF_000018765.1_ASM1876v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.90	4e-93
SBAL223_RS20995	Shewanella_baltica_GCF_000021665.1_ASM2166v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.90	3e-93
SBAL175_RS20755	Shewanella_baltica_GCF_000147735.2_ASM14773v3	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.42	6e-92
SBAL678_RS45215	Shewanella_baltica_GCF_000178875.2_ASM17887v2	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.90	3e-93
SBAL183_RS01005	Shewanella_baltica_GCF_000179535.2_ASM17953v2	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.42	5e-92
SBAL117_RS01260	Shewanella_baltica_GCF_000215895.1_ASM21589v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.90	4e-93
CF168_RS20130	Shewanella_bicestrii_GCF_002216875.1_ASM221687v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.90	4e-93
SDEN_RS18270	Shewanella_denitrificans_GCF_000013765.1_ASM1376v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	67.32	6e-100
SFRI_RS01370	Shewanella_frigidimarina_GCF_000014705.1_ASM1470v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.59	4e-95
SHAL_RS01315	Shewanella_halifaxensis_GCF_000019185.1_ASM1918v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	68.78	6e-103
SJ2017_RS00995	Shewanella_japonica_GCF_002075795.1_ASM207579v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.27	3e-90
SHEW_RS00635	Shewanella_loihica_GCF_000016065.1_ASM1606v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.10	8e-105
CFF01_RS00590	Shewanella_marisflavi_GCF_002215585.1_ASM221558v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.61	3e-104
SO_4603	Shewanella_oneidensis_GCF_000146165.2_ASM14616v2	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	68.93	7e-93
SPEA_RS20980	Shewanella_pealeana_GCF_000018285.1_ASM1828v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	67.32	3e-101
SWP_RS21400	Shewanella_piezotolerans_GCF_000014885.1_ASM1488v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.73	2e-105
sps_RS01310	Shewanella_psychrophila_GCF_002005305.1_ASM200530v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	68.63	1e-101
SPUTCN32_RS19640	Shewanella_putrefaciens_GCF_000016585.1_ASM1658v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.90	6e-94
SPUT200_RS00740	Shewanella_putrefaciens_GCF_000169215.2_ASM16921v2	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.90	6e-94
SSED_RS01025	Shewanella_sediminis_GCF_000018025.1_ASM1802v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	67.80	2e-102
SHEWANA3_RS20845	Shewanella_sp._ANA-3_GCF_000203935.1_ASM20393v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.42	2e-92
CEQ32_RS15220	Shewanella_sp._FDAARGOS_354_GCF_002209245.1_ASM220924v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.90	3e-93
SHEWMR4_RS19780	Shewanella_sp._MR-4_GCF_000014685.1_ASM1468v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.90	4e-93
SHEWMR7_RS20170	Shewanella_sp._MR-7_GCF_000014665.1_ASM1466v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.90	9e-94
SPUTW3181_RS00705	Shewanella_sp._W3-18-1_GCF_000015185.1_ASM1518v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.90	6e-94
SVI_RS00900	Shewanella_violacea_GCF_000091325.1_ASM9132v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	66.18	2e-98
SWOO_RS00925	Shewanella_woodyi_GCF_000019525.1_ASM1952v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.12	5e-104
BVC89_RS12505	Agarilytica_rhodophyticola_GCF_002157225.1_ASM215722v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	66.83	8e-92
CJA_RS08280	Cellvibrio_japonicus_GCF_000019225.1_ASM1922v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	65.83	1e-91
CBR65_RS02240	Cellvibrio_sp._PSBB006_GCF_002162135.1_ASM216213v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	64.82	3e-90
SDE_RS09345	Saccharophagus_degradans_GCF_000013665.1_ASM1366v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	65.33	3e-90
M5M_RS01160	Simiduia_agarivorans_GCF_000305785.2_ASM30578v2	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	67.16	2e-90
TERTU_RS08620	Teredinibacter_turnerae_GCF_000023025.1_ASM2302v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	68.84	3e-94
KT71_RS10480	Congregibacter_litoralis_GCF_000153125.2_ASM15312v2	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	65.83	2e-88
BST95_RS11350	Halioglobus_japonicus_GCF_001983995.1_ASM198399v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	63.37	2e-88
BVL56_RS16525	Halioglobus_pacificus_GCF_001953075.1_ASM195307v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	63.18	2e-87
Mag101_RS07670	Microbulbifer_agarilyticus_GCF_001999945.1_ASM199994v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	65.33	1e-90
AUP74_RS11860	Microbulbifer_aggregans_GCF_001750105.1_ASM175010v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	66.33	9e-91
A3224_RS08655	Microbulbifer_thermotolerans_GCF_001617625.1_ASM161762v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	64.82	6e-90
BST96_RS17115	Oceanicoccus_sagamiensis_GCF_002117105.1_ASM211710v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	64.97	3e-90
IMCC21906_RS10175	Spongiibacter_sp._IMCC21906_GCF_001010805.1_ASM101080v1	b4043	lexA	Escherichia_coli_GCF_000005845.2_ASM584v2	62.87	3e-89
