#ref_id	ref_org	query	query_name	query_organism	ident	e_value
B565_RS18305	Aeromonas_veronii_GCF_000204115.1_ASM20411v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	75.92	0.0
AMS64_RS03590	Aeromonas_veronii_GCF_001593245.1_ASM159324v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	75.92	0.0
WM43_RS10375	Aeromonas_veronii_GCF_001634325.1_ASM163432v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	75.92	0.0
CBP31_RS04495	Oceanisphaera_profunda_GCF_002157895.1_ASM215789v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	77.43	0.0
CBP12_RS12800	Oceanisphaera_sp._AMac2203_GCF_002157875.1_ASM215787v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	72.91	0.0
TOLA_RS13960	Tolumonas_auensis_GCF_000023065.1_ASM2306v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.46	0.0
AN401_RS15875	Zobellella_denitrificans_GCF_002407485.1_ASM240748v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	75.57	0.0
AR383_RS06175	Agarivorans_gilvus_GCF_001420915.1_ASM142091v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.70	0.0
AVL56_RS04575	Alteromonas_addita_GCF_001562195.1_ASM156219v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	78.35	0.0
EP13_RS04410	Alteromonas_australica_GCF_000730385.1_ASM73038v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.33	0.0
EP12_RS04415	Alteromonas_australica_GCF_000934525.1_ASM93452v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.33	0.0
MASE_RS04165	Alteromonas_macleodii_GCF_000172635.2_ASM17263v2	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.33	0.0
AMEC673_RS04365	Alteromonas_macleodii_GCF_000299955.1_ASM29995v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.33	0.0
AMBLS11_RS04290	Alteromonas_macleodii_GCF_000299995.1_ASM29999v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.33	0.0
AMBAS45_RS04505	Alteromonas_macleodii_GCF_000300175.1_ASM30017v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.33	0.0
AVL55_RS04450	Alteromonas_macleodii_GCF_001562235.1_ASM156223v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.33	0.0
ACZ81_RS04595	Alteromonas_macleodii_GCF_001578515.1_ASM157851v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.33	0.0
MADE_RS04650	Alteromonas_mediterranea_GCF_000020585.3_ASM2058v3	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.03	0.0
AMAD1_RS04545	Alteromonas_mediterranea_GCF_000310085.1_ASM31008v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.03	0.0
I533_RS04280	Alteromonas_mediterranea_GCF_000439495.1_ASM43949v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.03	0.0
I876_RS04475	Alteromonas_mediterranea_GCF_000439535.1_ASM43953v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.03	0.0
I634_RS04650	Alteromonas_mediterranea_GCF_000439555.1_ASM43955v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.03	0.0
I635_RS04500	Alteromonas_mediterranea_GCF_000439575.1_ASM43957v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.03	0.0
I636_RS04515	Alteromonas_mediterranea_GCF_000439595.1_ASM43959v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.03	0.0
AV942_RS04535	Alteromonas_mediterranea_GCF_001562315.1_ASM156231v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.03	0.0
BM524_RS03990	Alteromonas_mediterranea_GCF_001886395.1_ASM188639v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.03	0.0
BM525_RS04020	Alteromonas_mediterranea_GCF_001886415.1_ASM188641v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.03	0.0
BM526_RS04075	Alteromonas_mediterranea_GCF_001886435.1_ASM188643v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.03	0.0
BM523_RS03950	Alteromonas_mediterranea_GCF_001886455.1_ASM188645v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.03	0.0
AMBT_RS13750	Alteromonas_naphthalenivorans_GCF_000213655.1_ASM21365v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	78.35	0.0
AV939_RS04775	Alteromonas_sp._Mac1_GCF_001562125.1_ASM156212v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	78.35	0.0
BM528_RS04220	Alteromonas_sp._RW2A1_GCF_001886475.1_ASM188647v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.13	0.0
AOR13_RS12765	Alteromonas_stellipolaris_GCF_001433715.1_ASM143371v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	78.35	0.0
AVL57_RS04520	Alteromonas_stellipolaris_GCF_001562115.1_ASM156211v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	78.35	0.0
A6K25_RS00075	Alteromonas_stellipolaris_GCF_001632765.1_ASM163276v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	78.35	0.0
A6F57_RS14405	Alteromonas_stellipolaris_GCF_001632825.1_ASM163282v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	78.35	0.0
C727_RS0104745	Gayadomonas_joobiniege_GCF_000300815.1_Gayjoov1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	75.54	5e-177
GNIT_RS11930	Glaciecola_nitratireducens_GCF_000226565.1_ASM22656v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	76.76	0.0
GLAAG_RS05575	Glaciecola_sp._4H-3-7+YE-5_GCF_000212335.1_ASM21233v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	77.44	0.0
AT746_RS13685	Lacimicrobium_alkaliphilum_GCF_001466725.1_ASM146672v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	78.55	0.0
HP15_RS05225	Marinobacter_adhaerens_GCF_000166295.1_ASM16629v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.36	6e-173
MAQU_RS10670	Marinobacter_hydrocarbonoclasticus_GCF_000015365.1_ASM1536v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.91	4e-171
MARHY_RS05775	Marinobacter_hydrocarbonoclasticus_GCF_000284615.1_ASM28461v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.91	3e-171
ABA45_RS11990	Marinobacter_psychrophilus_GCF_001043175.1_ASM104317v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	73.94	6e-175
MARSALSMR5_RS14200	Marinobacter_salarius_GCF_002116735.1_ASM211673v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	72.48	2e-170
BKP64_RS08960	Marinobacter_salinus_GCF_001854125.1_ASM185412v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	72.42	8e-174
MRBBS_RS12265	Marinobacter_sp._BSs20148_GCF_000283275.1_ASM28327v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	73.94	7e-175
ACP86_RS16210	Marinobacter_sp._CP1_GCF_001266795.1_ASM126679v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	71.82	2e-172
ASQ50_RS17755	Marinobacter_sp._LQ44_GCF_001447155.2_ASM144715v2	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	72.42	8e-174
CPH80_RS09360	Marinobacter_sp._LV10R510-11A_GCF_900215155.1_IMG-taxon_2617270900_annotated_assembly	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	72.54	1e-173
CFB02_RS08870	Marinobacter_sp._es.042_GCF_900188315.1_IMG-taxon_2609459767_annotated_assembly	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.36	4e-173
C427_RS06510	Paraglaciecola_psychrophila_GCF_000347635.1_ASM34763v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	82.23	0.0
B5D82_RS13270	Colwellia_beringensis_GCF_002076895.1_ASM207689v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	78.90	0.0
CPS_RS18500	Colwellia_psychrerythraea_GCF_000012325.1_ASM1232v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	78.21	0.0
CMT41_RS14125	Colwellia_sp._MT41_GCF_001444365.1_ASM144436v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	76.37	0.0
A3Q34_RS05775	Colwellia_sp._PAMC_20917_GCF_001767295.1_ASM176729v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.81	0.0
A3Q33_RS13260	Colwellia_sp._PAMC_21821_GCF_002077175.1_ASM207717v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	80.84	0.0
LT090_RS03970	Thalassotalea_crassostreae_GCF_001831495.1_ASM183149v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	82.32	0.0
FBAL_RS04415	Ferrimonas_balearica_GCF_000148645.1_ASM14864v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.00	0.0
IL_RS03775	Idiomarina_loihiensis_GCF_000008465.1_ASM846v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	75.84	0.0
K734_RS03760	Idiomarina_loihiensis_GCF_000401175.1_ASM40117v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	75.84	0.0
CEW91_RS07170	Idiomarina_piscisalsi_GCF_002211765.1_ASM221176v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	75.15	0.0
MVIS_RS02465	Moritella_viscosa_GCF_000953735.1_MVIS1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	82.98	0.0
PAGA_RS03780	Pseudoalteromonas_agarivorans_GCF_002310855.1_ASM231085v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	75.52	0.0
PARC_RS13455	Pseudoalteromonas_arctica_GCF_000238395.3_ASM23839v4	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	75.82	0.0
CN548_RS03780	Pseudoalteromonas_atlantica_GCF_002374815.1_ASM237481v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	75.52	0.0
PESP_RS13150	Pseudoalteromonas_espejiana_GCF_002221525.1_ASM222152v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	75.52	0.0
PI2015_RS11875	Pseudoalteromonas_issachenkonii_GCF_001455325.1_ASM145532v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	76.12	0.0
PISS_RS11935	Pseudoalteromonas_issachenkonii_GCF_002310795.1_ASM231079v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	76.12	0.0
S4054249_RS17970	Pseudoalteromonas_luteoviolacea_GCF_001750165.1_ASM175016v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	77.37	0.0
S4054_RS17945	Pseudoalteromonas_luteoviolacea_GCF_001750185.1_ASM175018v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	77.37	0.0
S40542_RS17940	Pseudoalteromonas_luteoviolacea_GCF_001750405.1_ASM175040v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	77.37	0.0
CPA52_RS12240	Pseudoalteromonas_marina_GCF_002407085.1_ASM240708v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	72.93	0.0
PNIG_RS03730	Pseudoalteromonas_nigrifaciens_GCF_002221505.1_ASM222150v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	76.12	0.0
PP2015_RS14690	Pseudoalteromonas_phenolica_GCF_001444405.1_ASM144440v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	72.78	0.0
OM33_RS06365	Pseudoalteromonas_piratica_GCF_000788395.1_ASM78839v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	76.42	0.0
PPIS_RS12085	Pseudoalteromonas_piscicida_GCF_000238315.3_ASM23831v4	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	74.64	0.0
B1L02_RS15965	Pseudoalteromonas_piscicida_GCF_002208135.1_ASM220813v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	74.36	0.0
AT705_RS14950	Pseudoalteromonas_rubra_GCF_001482385.1_ASM148238v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	73.07	0.0
AOR04_RS13030	Pseudoalteromonas_sp._1_2015MBL_MicDiv_GCF_002407505.1_ASM240750v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	76.12	0.0
D172_RS04655	Pseudoalteromonas_sp._Bsw20308_GCF_000310105.2_ASM31010v2	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	76.12	0.0
PSM_RS11565	Pseudoalteromonas_sp._SM9913_GCF_000184065.1_ASM18406v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	76.42	0.0
PSPO_RS03135	Pseudoalteromonas_spongiae_GCF_000238255.3_ASM23825v4	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	73.56	0.0
PTET_RS12080	Pseudoalteromonas_tetraodonis_GCF_002310835.1_ASM231083v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	76.42	0.0
PTRA_RS03525	Pseudoalteromonas_translucida_GCF_001465295.1_ASM146529v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	76.12	0.0
PTUN_RS14130	Pseudoalteromonas_tunicata_GCF_002310815.1_ASM231081v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	71.67	0.0
PING_RS17460	Psychromonas_ingrahamii_GCF_000015285.1_ASM1528v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	79.39	0.0
PCNPT3_RS12065	Psychromonas_sp._CNPT3_GCF_000153405.2_ASM15340v2	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	75.57	0.0
SAMA_RS05450	Shewanella_amazonensis_GCF_000015245.1_ASM1524v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	88.45	0.0
SBAL_RS16090	Shewanella_baltica_GCF_000015845.1_ASM1584v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	85.11	0.0
SHEW185_RS16255	Shewanella_baltica_GCF_000017325.1_ASM1732v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	85.11	0.0
SBAL195_RS16920	Shewanella_baltica_GCF_000018765.1_ASM1876v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	85.11	0.0
SBAL223_RS06335	Shewanella_baltica_GCF_000021665.1_ASM2166v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	85.11	0.0
SBAL175_RS06245	Shewanella_baltica_GCF_000147735.2_ASM14773v3	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	85.11	0.0
SBAL678_RS39915	Shewanella_baltica_GCF_000178875.2_ASM17887v2	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	85.11	0.0
SBAL183_RS15450	Shewanella_baltica_GCF_000179535.2_ASM17953v2	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	85.11	0.0
SBAL117_RS16485	Shewanella_baltica_GCF_000215895.1_ASM21589v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	85.11	0.0
CF168_RS15070	Shewanella_bicestrii_GCF_002216875.1_ASM221687v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	89.06	0.0
SDEN_RS06275	Shewanella_denitrificans_GCF_000013765.1_ASM1376v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	84.18	0.0
SFRI_RS05460	Shewanella_frigidimarina_GCF_000014705.1_ASM1470v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	83.33	0.0
SHAL_RS06285	Shewanella_halifaxensis_GCF_000019185.1_ASM1918v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	86.71	0.0
SJ2017_RS15745	Shewanella_japonica_GCF_002075795.1_ASM207579v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	82.44	0.0
SHEW_RS06240	Shewanella_loihica_GCF_000016065.1_ASM1606v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	82.72	0.0
CFF01_RS13320	Shewanella_marisflavi_GCF_002215585.1_ASM221558v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	83.00	0.0
SO_3430	Shewanella_oneidensis_GCF_000146165.2_ASM14616v2	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	87.13	0.0
SPEA_RS06240	Shewanella_pealeana_GCF_000018285.1_ASM1828v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	85.34	0.0
SWP_RS06045	Shewanella_piezotolerans_GCF_000014885.1_ASM1488v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	86.36	0.0
sps_RS20195	Shewanella_psychrophila_GCF_002005305.1_ASM200530v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	82.44	0.0
SPUTCN32_RS14275	Shewanella_putrefaciens_GCF_000016585.1_ASM1658v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	87.13	0.0
SPUT200_RS14805	Shewanella_putrefaciens_GCF_000169215.2_ASM16921v2	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	87.13	0.0
SSED_RS06675	Shewanella_sediminis_GCF_000018025.1_ASM1802v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	83.00	0.0
SHEWANA3_RS05900	Shewanella_sp._ANA-3_GCF_000203935.1_ASM20393v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	89.06	0.0
CEQ32_RS21920	Shewanella_sp._FDAARGOS_354_GCF_002209245.1_ASM220924v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	87.13	0.0
SHEWMR4_RS05875	Shewanella_sp._MR-4_GCF_000014685.1_ASM1468v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	85.55	0.0
SHEWMR7_RS06220	Shewanella_sp._MR-7_GCF_000014665.1_ASM1466v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	85.55	0.0
SPUTW3181_RS06515	Shewanella_sp._W3-18-1_GCF_000015185.1_ASM1518v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	87.13	0.0
SVI_RS14960	Shewanella_violacea_GCF_000091325.1_ASM9132v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	81.59	0.0
SWOO_RS17240	Shewanella_woodyi_GCF_000019525.1_ASM1952v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	83.00	0.0
DNO_RS01395	Dichelobacter_nodosus_GCF_000015345.1_ASM1534v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	69.21	1e-169
BVC89_RS05275	Agarilytica_rhodophyticola_GCF_002157225.1_ASM215722v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	71.87	1e-169
CJA_RS10820	Cellvibrio_japonicus_GCF_000019225.1_ASM1922v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	74.77	2e-176
CBR65_RS21365	Cellvibrio_sp._PSBB006_GCF_002162135.1_ASM216213v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	72.67	2e-178
B0D95_RS06925	Cellvibrio_sp._PSBB023_GCF_002007605.1_ASM200760v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	74.55	3e-177
SDE_RS06750	Saccharophagus_degradans_GCF_000013665.1_ASM1366v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	73.56	2e-172
M5M_RS19070	Simiduia_agarivorans_GCF_000305785.2_ASM30578v2	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	74.01	2e-174
TERTU_RS12455	Teredinibacter_turnerae_GCF_000023025.1_ASM2302v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	71.87	7e-169
KT71_RS13300	Congregibacter_litoralis_GCF_000153125.2_ASM15312v2	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	71.80	5e-176
BST95_RS16325	Halioglobus_japonicus_GCF_001983995.1_ASM198399v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	72.64	3e-170
BVL56_RS13895	Halioglobus_pacificus_GCF_001953075.1_ASM195307v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	72.56	6e-168
Mag101_RS12135	Microbulbifer_agarilyticus_GCF_001999945.1_ASM199994v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	71.72	7e-175
AUP74_RS10235	Microbulbifer_aggregans_GCF_001750105.1_ASM175010v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	71.71	5e-176
A3224_RS10035	Microbulbifer_thermotolerans_GCF_001617625.1_ASM161762v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	72.97	8e-178
BST96_RS20175	Oceanicoccus_sagamiensis_GCF_002117105.1_ASM211710v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	74.04	5e-177
IMCC21906_RS09400	Spongiibacter_sp._IMCC21906_GCF_001010805.1_ASM101080v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	72.81	6e-172
AZF00_RS07490	Zhongshania_aliphaticivorans_GCF_001586255.1_ASM158625v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	71.10	1e-172
ALVIN_RS05440	Allochromatium_vinosum_GCF_000025485.1_ASM2548v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.43	8e-156
MARPU_RS14470	Marichromatium_purpuratum_GCF_000224005.2_ASM22400v3	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	71.08	2e-161
NHAL_RS05525	Nitrosococcus_halophilus_GCF_000024725.1_ASM2472v1	b2699	recA	Escherichia_coli_GCF_000005845.2_ASM584v2	70.30	2e-166
